Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
1/9/16,Furman,Home,70,Chattanooga,55,Away,,Win,15,4.94,9.61,Division 1
1/9/16,Florida Gulf Coast,Home,82,Stetson,53,Away,,Win,29,5.81,-3.03,Division 1
1/9/16,Stetson,Away,53,Florida Gulf Coast,82,Home,,Loss,-29,-3.03,5.81,Division 1
1/9/16,Gardner-Webb,Home,83,Radford,61,Away,,Win,22,0.80,0.63,Division 1
1/9/16,George Washington,Home,91,Duquesne,64,Away,,Win,27,7.33,2.40,Division 1
1/9/16,DePaul,Away,63,Georgetown,74,Home,,Loss,-11,-6.97,2.29,Division 1
1/9/16,Radford,Away,61,Gardner-Webb,83,Home,,Loss,-22,0.63,0.80,Division 1
1/9/16,Duquesne,Away,64,George Washington,91,Home,,Loss,-27,2.40,7.33,Division 1
1/9/16,Hofstra,Away,80,Elon,76,Home,,Win,4,5.50,0.55,Division 1
1/9/16,Bradley,Away,35,Evansville,67,Home,,Loss,-32,-14.10,8.74,Division 1
1/9/16,Idaho,Away,60,Eastern Washington,74,Home,,Loss,-14,3.90,5.29,Division 1
1/9/16,Elon,Home,76,Hofstra,80,Away,,Loss,-4,0.55,5.50,Division 1
1/9/16,Evansville,Home,67,Bradley,35,Away,,Win,32,8.74,-14.10,Division 1
1/9/16,Florida,Home,68,Louisiana State,62,Away,,Win,6,4.97,3.35,Division 1
1/9/16,Louisiana State,Away,62,Florida,68,Home,,Loss,-6,3.35,4.97,Division 1
1/9/16,Central Connecticut State,Away,73,Fairleigh Dickinson,92,Home,,Loss,-19,-13.10,-0.90,Division 1
1/9/16,Fairleigh Dickinson,Home,92,Central Connecticut State,73,Away,,Win,19,-0.90,-13.10,Division 1
1/9/16,Georgetown,Home,74,DePaul,63,Away,,Win,11,2.29,-6.97,Division 1
1/9/16,Hampton,Home,75,Bethune-Cookman,70,Away,,Win,5,0.04,-1.74,Division 1
1/9/16,Dartmouth,Away,70,Harvard,77,Home,,Loss,-7,0.54,-0.14,Division 1
1/9/16,New Mexico State,Away,75,Grand Canyon,79,Home,,Loss,-4,7.70,8.20,Division 1
1/9/16,Bethune-Cookman,Away,70,Hampton,75,Home,,Loss,-5,-1.74,0.04,Division 1
1/9/16,Harvard,Home,77,Dartmouth,70,Away,,Win,7,-0.14,0.54,Division 1
1/9/16,High Point,Home,82,Presbyterian,66,Away,,Win,16,8.17,-5.28,Division 1
1/9/16,Presbyterian,Away,66,High Point,82,Home,,Loss,-16,-5.28,8.17,Division 1
1/9/16,UC-Santa Barbara,Away,57,Hawaii,65,Home,,Loss,-8,2.41,11.41,Division 1
1/9/16,Hawaii,Home,65,UC-Santa Barbara,57,Away,,Win,8,11.41,2.41,Division 1
1/9/16,Georgia State,Home,70,South Alabama,55,Away,,Win,15,1.22,-3.13,Division 1
1/9/16,South Alabama,Away,55,Georgia State,70,Home,,Loss,-15,-3.13,1.22,Division 1
1/9/16,Georgia Southern,Home,93,Troy,88,Away,,Win,5,2.43,-4.53,Division 1
1/9/16,Troy,Away,88,Georgia Southern,93,Home,,Loss,-5,-4.53,2.43,Division 1
1/9/16,Georgia Tech,Home,68,Virginia,64,Away,,Win,4,2.77,10.37,Division 1
1/9/16,Portland,Away,74,Gonzaga,85,Home,,Loss,-11,-1.42,13.50,Division 1
1/9/16,Grand Canyon,Home,79,New Mexico State,75,Away,,Win,4,8.20,7.70,Division 1
1/9/16,Virginia,Away,64,Georgia Tech,68,Home,,Loss,-4,10.37,2.77,Division 1
1/9/16,Gonzaga,Home,85,Portland,74,Away,,Win,11,13.50,-1.42,Division 1
1/10/16,Saint Joseph's,Home,72,Rhode Island,67,Away,,Win,5,8.79,4.76,Division 1
1/10/16,Saint Louis,Home,56,Virginia Commonwealth,72,Away,,Loss,-16,-6.39,10.48,Division 1
1/10/16,Virginia Commonwealth,Away,72,Saint Louis,56,Home,,Win,16,10.48,-6.39,Division 1
1/10/16,Rhode Island,Away,67,Saint Joseph's,72,Home,,Loss,-5,4.76,8.79,Division 1
1/10/16,Stanford,Away,58,Oregon,71,Home,,Loss,-13,1.56,9.28,Division 1
1/10/16,Michigan State,Away,92,Penn State,65,Home,,Win,27,16.45,-3.93,Division 1
1/10/16,Penn State,Home,65,Michigan State,92,Away,,Loss,-27,-3.93,16.45,Division 1
1/10/16,Cincinnati,Away,54,South Florida,51,Home,,Win,3,11.83,-8.00,Division 1
1/10/16,Tulsa,Away,81,Tulane,67,Home,,Win,14,5.03,-4.38,Division 1
1/10/16,North Carolina State,Away,74,Wake Forest,77,Home,,Loss,-3,1.34,-4.94,Division 1
1/10/16,Wake Forest,Home,77,North Carolina State,74,Away,,Win,3,-4.94,1.34,Division 1
1/10/16,Tulane,Home,67,Tulsa,81,Away,,Loss,-14,-4.38,5.03,Division 1
1/10/16,South Florida,Home,51,Cincinnati,54,Away,,Loss,-3,-8.00,11.83,Division 1
1/10/16,Central Florida,Away,73,Southern Methodist,88,Home,,Loss,-15,-2.89,14.18,Division 1
1/10/16,Southern Methodist,Home,88,Central Florida,73,Away,,Win,15,14.18,-2.89,Division 1
1/10/16,Detroit Mercy,Home,74,Valparaiso,92,Away,,Loss,-18,0.86,14.23,Division 1
1/10/16,Valparaiso,Away,92,Detroit Mercy,74,Home,,Win,18,14.23,0.86,Division 1
1/10/16,Fordham,Home,82,Richmond,93,Away,,Loss,-11,3.11,3.34,Division 1
1/10/16,Louisville,Away,62,Clemson,66,Home,,Loss,-4,15.03,5.07,Division 1
1/10/16,Butler,Home,55,Villanova,60,Away,,Loss,-5,9.93,13.93,Division 1
1/10/16,Villanova,Away,60,Butler,55,Home,,Win,5,13.93,9.93,Division 1
1/10/16,Clemson,Home,66,Louisville,62,Away,,Win,4,5.07,15.03,Division 1
1/10/16,Richmond,Away,93,Fordham,82,Home,,Win,11,3.34,3.11,Division 1
1/10/16,Illinois-Chicago,Away,61,Oakland,86,Home,,Loss,-25,-10.21,7.77,Division 1
1/10/16,Oakland,Home,86,Illinois-Chicago,61,Away,,Win,25,7.77,-10.21,Division 1
1/10/16,Oregon,Home,71,Stanford,58,Away,,Win,13,9.28,1.56,Division 1
1/10/16,Ohio State,Away,60,Indiana,85,Home,,Loss,-25,3.93,13.23,Division 1
1/10/16,Illinois,Home,84,Purdue,70,Away,,Win,14,-2.10,13.07,Division 1
1/10/16,Purdue,Away,70,Illinois,84,Home,,Loss,-14,13.07,-2.10,Division 1
1/10/16,Indiana,Home,85,Ohio State,60,Away,,Win,25,13.23,3.93,Division 1
1/11/16,Norfolk State,Home,70,Bethune-Cookman,72,Away,,Loss,-2,-0.17,-1.74,Division 1
1/11/16,Bethune-Cookman,Away,72,Norfolk State,70,Home,,Win,2,-1.74,-0.17,Division 1
1/11/16,Sam Houston State,Home,70,Southeastern Louisiana,63,Away,,Win,7,4.59,-4.73,Division 1
1/11/16,North Carolina Central,Away,69,Savannah State,46,Home,,Win,23,0.34,-5.59,Division 1
1/11/16,Southeastern Louisiana,Away,63,Sam Houston State,70,Home,,Loss,-7,-4.73,4.59,Division 1
1/11/16,Maryland-Eastern Shore,Home,69,Morgan State,65,Away,,Win,4,-7.43,-4.50,Division 1
1/11/16,Lehigh,Home,76,Bucknell,82,Away,,Loss,-6,1.48,6.03,Division 1
1/11/16,Morgan State,Away,65,Maryland-Eastern Shore,69,Home,,Loss,-4,-4.50,-7.43,Division 1
1/11/16,New Orleans,Home,68,Incarnate Word,71,Away,,Loss,-3,-2.81,-0.37,Division 1
1/11/16,Incarnate Word,Away,71,New Orleans,68,Home,,Win,3,-0.37,-2.81,Division 1
1/11/16,Savannah State,Home,46,North Carolina Central,69,Away,,Loss,-23,-5.59,0.34,Division 1
1/11/16,Ferrum,Away,63,Winthrop,81,Home,,Loss,-18,0.00,6.34,Non Division 1
1/11/16,Western Carolina,Home,83,North Carolina-Greensboro,77,Away,,Win,6,-0.23,-0.26,Division 1
1/11/16,Winthrop,Home,81,Ferrum,63,Away,,Win,18,6.34,0.00,Non Division 1
1/11/16,Wofford,Home,68,Chattanooga,77,Away,,Loss,-9,0.19,9.61,Division 1
1/11/16,Chattanooga,Away,77,Wofford,68,Home,,Win,9,9.61,0.19,Division 1
1/11/16,South Carolina State,Home,92,North Carolina A&T,85,Away,,Win,7,-0.31,-8.77,Division 1
1/11/16,North Carolina A&T,Away,85,South Carolina State,92,Home,,Loss,-7,-8.77,-0.31,Division 1
1/11/16,Jackson State,Away,66,Southern,74,Home,,Loss,-8,3.66,3.59,Division 1
1/11/16,North Carolina-Greensboro,Away,77,Western Carolina,83,Home,,Loss,-6,-0.26,-0.23,Division 1
1/11/16,Southern,Home,74,Jackson State,66,Away,,Win,8,3.59,3.66,Division 1
1/11/16,Cal State Bakersfield,Away,67,Chicago State,56,Home,,Win,11,8.68,-9.57,Division 1
1/11/16,Grambling,Away,53,Alcorn State,69,Home,,Loss,-16,-6.36,-5.70,Division 1
1/11/16,Chicago State,Home,56,Cal State Bakersfield,67,Away,,Loss,-11,-9.57,8.68,Division 1
1/11/16,Howard,Away,71,Delaware State,67,Home,,Win,4,-3.69,-11.37,Division 1
1/11/16,Delaware State,Home,67,Howard,71,Away,,Loss,-4,-11.37,-3.69,Division 1
1/11/16,Mississippi Valley State,Away,79,Alabama A&M,73,Home,,Win,6,-13.39,-2.48,Division 1
1/11/16,Alabama A&M,Home,73,Mississippi Valley State,79,Away,,Loss,-6,-2.48,-13.39,Division 1
1/11/16,Alabama State,Home,55,Arkansas-Pine Bluff,59,Away,,Loss,-4,-3.18,-14.65,Division 1
1/11/16,Alcorn State,Home,69,Grambling,53,Away,,Win,16,-5.70,-6.36,Division 1
1/11/16,Arkansas-Pine Bluff,Away,59,Alabama State,55,Home,,Win,4,-14.65,-3.18,Division 1
1/11/16,East Tennessee State,Home,88,Virginia Military Institute,51,Away,,Win,37,4.06,-6.07,Division 1
1/11/16,Hampton,Home,71,Florida A&M,65,Away,,Win,6,0.04,-9.04,Division 1
1/11/16,Florida A&M,Away,65,Hampton,71,Home,,Loss,-6,-9.04,0.04,Division 1
1/11/16,Lamar,Home,82,Texas A&M-Corpus Christi,91,Away,,Loss,-9,-1.00,5.45,Division 1
1/11/16,Bucknell,Away,82,Lehigh,76,Home,,Win,6,6.03,1.48,Division 1
1/11/16,Texas A&M-Corpus Christi,Away,91,Lamar,82,Home,,Win,9,5.45,-1.00,Division 1
1/11/16,Fairfield,Home,74,Monmouth,86,Away,,Loss,-12,-0.13,7.81,Division 1
1/11/16,Virginia Military Institute,Away,51,East Tennessee State,88,Home,,Loss,-37,-6.07,4.06,Division 1
1/11/16,Monmouth,Away,86,Fairfield,74,Home,,Win,12,7.81,-0.13,Division 1
1/11/16,Samford,Away,57,Furman,77,Home,,Loss,-20,-0.13,4.94,Division 1
1/11/16,Furman,Home,77,Samford,57,Away,,Win,20,4.94,-0.13,Division 1
1/12/16,Southern Illinois,Home,81,Illinois State,78,Away,,Win,3,4.42,1.72,Division 1
1/12/16,Illinois State,Away,78,Southern Illinois,81,Home,,Loss,-3,1.72,4.42,Division 1
1/12/16,Tulane,Away,81,South Florida,70,Home,,Win,11,-4.38,-8.00,Division 1
1/12/16,Central Arkansas,Away,64,Stephen F. Austin,85,Home,,Loss,-21,-8.54,15.82,Division 1
1/12/16,Texas,Home,94,Iowa State,91,Away,,Win,3,4.00,7.73,Division 1
1/12/16,Iowa State,Away,91,Texas,94,Home,,Loss,-3,7.73,4.00,Division 1
1/12/16,Stephen F. Austin,Home,85,Central Arkansas,64,Away,,Win,21,15.82,-8.54,Division 1
1/12/16,South Florida,Home,70,Tulane,81,Away,,Loss,-11,-8.00,-4.38,Division 1
1/12/16,New Mexico,Away,74,Nevada-Las Vegas,86,Home,,Loss,-12,2.70,6.57,Division 1
1/12/16,Nevada-Las Vegas,Home,86,New Mexico,74,Away,,Win,12,6.57,2.70,Division 1
1/12/16,Nebraska,Home,84,Minnesota,59,Away,,Win,25,3.47,-4.18,Division 1
1/12/16,Northwestern,Home,70,Wisconsin,65,Away,,Win,5,6.00,5.03,Division 1
1/12/16,Ohio,Home,75,Bowling Green State,91,Away,,Loss,-16,4.07,-1.35,Division 1
1/12/16,Bowling Green State,Away,91,Ohio,75,Home,,Win,16,-1.35,4.07,Division 1
1/12/16,Wisconsin,Away,65,Northwestern,70,Home,,Loss,-5,5.03,6.00,Division 1
1/12/16,Florida,Away,68,Texas A&M,71,Home,,Loss,-3,4.97,10.33,Division 1
1/12/16,West Virginia,Home,74,Kansas,63,Away,,Win,11,13.27,14.23,Division 1
1/12/16,Kansas,Away,63,West Virginia,74,Home,,Loss,-11,14.23,13.27,Division 1
1/12/16,Virginia,Home,66,Miami (FL),58,Away,,Win,8,10.37,9.93,Division 1
1/12/16,Ball State,Away,74,Western Michigan,64,Home,,Win,10,4.39,-0.45,Division 1
1/12/16,Xavier,Home,84,DePaul,64,Away,,Win,20,10.60,-6.97,Division 1
1/12/16,DePaul,Away,64,Xavier,84,Home,,Loss,-20,-6.97,10.60,Division 1
1/12/16,Western Michigan,Home,64,Ball State,74,Away,,Loss,-10,-0.45,4.39,Division 1
1/12/16,Miami (FL),Away,58,Virginia,66,Home,,Loss,-8,9.93,10.37,Division 1
1/12/16,Toledo,Home,66,Northern Illinois,71,Away,,Loss,-5,6.68,5.65,Division 1
1/12/16,Northern Illinois,Away,71,Toledo,66,Home,,Win,5,5.65,6.68,Division 1
1/12/16,Texas A&M,Home,71,Florida,68,Away,,Win,3,10.33,4.97,Division 1
1/12/16,Air Force,Away,60,Utah State,79,Home,,Loss,-19,-4.03,1.64,Division 1
1/12/16,Vanderbilt,Home,75,Auburn,57,Away,,Win,18,10.10,-6.14,Division 1
1/12/16,Auburn,Away,57,Vanderbilt,75,Home,,Loss,-18,-6.14,10.10,Division 1
1/12/16,Utah State,Home,79,Air Force,60,Away,,Win,19,1.64,-4.03,Division 1
1/12/16,Davidson,Away,74,Dayton,80,Home,,Loss,-6,1.78,7.69,Division 1
1/12/16,Dartmouth,Home,80,Canisius,69,Away,,Win,11,0.54,-1.55,Division 1
1/12/16,Canisius,Away,69,Dartmouth,80,Home,,Loss,-11,-1.55,0.54,Division 1
1/12/16,Dayton,Home,80,Davidson,74,Away,,Win,6,7.69,1.78,Division 1
1/12/16,Drake,Away,65,Evansville,84,Home,,Loss,-19,-4.74,8.74,Division 1
1/12/16,Eastern Michigan,Home,81,Buffalo,69,Away,,Win,12,2.16,1.94,Division 1
1/12/16,Buffalo,Away,69,Eastern Michigan,81,Home,,Loss,-12,1.94,2.16,Division 1
1/12/16,Providence,Away,50,Creighton,48,Home,,Win,2,3.63,7.50,Division 1
1/12/16,Albany (NY),Home,80,New Hampshire,75,Away,,Win,5,10.58,1.41,Division 1
1/12/16,Northwestern State,Away,72,Abilene Christian,87,Home,,Loss,-15,-5.31,-1.86,Division 1
1/12/16,Abilene Christian,Home,87,Northwestern State,72,Away,,Win,15,-1.86,-5.31,Division 1
1/12/16,New Hampshire,Away,75,Albany (NY),80,Home,,Loss,-5,1.41,10.58,Division 1
1/12/16,Creighton,Home,48,Providence,50,Away,,Loss,-2,7.50,3.63,Division 1
1/12/16,Central Michigan,Home,92,Akron,81,Away,,Win,11,4.06,9.45,Division 1
1/12/16,Akron,Away,81,Central Michigan,92,Home,,Loss,-11,9.45,4.06,Division 1
1/12/16,Evansville,Home,84,Drake,65,Away,,Win,19,8.74,-4.74,Division 1
1/12/16,Maryland,Away,67,Michigan,70,Home,,Loss,-3,10.59,8.47,Division 1
1/12/16,Massachusetts,Home,70,George Washington,81,Away,,Loss,-11,-2.25,7.33,Division 1
1/12/16,George Washington,Away,81,Massachusetts,70,Home,,Win,11,7.33,-2.25,Division 1
1/12/16,Michigan,Home,70,Maryland,67,Away,,Win,3,8.47,10.59,Division 1
1/12/16,Minnesota,Away,59,Nebraska,84,Home,,Loss,-25,-4.18,3.47,Division 1
1/12/16,Missouri,Home,61,Arkansas,94,Away,,Loss,-33,-4.20,4.55,Division 1
1/12/16,Arkansas,Away,94,Missouri,61,Home,,Win,33,4.55,-4.20,Division 1
1/12/16,Mississippi State,Away,74,Kentucky,80,Home,,Loss,-6,2.14,10.90,Division 1
1/12/16,Kansas State,Home,83,Texas Tech,70,Away,,Win,13,2.33,2.52,Division 1
1/12/16,Ryerson,Away,57,Harvard,73,Home,,Loss,-16,0.00,-0.14,Non Division 1
1/12/16,Harvard,Home,73,Ryerson,57,Away,,Win,16,-0.14,0.00,Non Division 1
1/12/16,Texas Tech,Away,70,Kansas State,83,Home,,Loss,-13,2.52,2.33,Division 1
1/12/16,Kentucky,Home,80,Mississippi State,74,Away,,Win,6,10.90,2.14,Division 1
1/12/16,Miami (OH),Away,68,Kent State,76,Home,,Loss,-8,-5.35,2.39,Division 1
1/12/16,Kent State,Home,76,Miami (OH),68,Away,,Win,8,2.39,-5.35,Division 1
1/13/16,Oklahoma,Away,74,Oklahoma State,72,Home,,Win,2,11.13,-0.13,Division 1
1/13/16,Oklahoma State,Home,72,Oklahoma,74,Away,,Loss,-2,-0.13,11.13,Division 1
1/13/16,Rutgers,Away,68,Ohio State,94,Home,,Loss,-26,-13.10,3.93,Division 1
1/13/16,Notre Dame,Home,72,Georgia Tech,64,Away,,Win,8,6.93,2.77,Division 1
1/13/16,Ohio State,Home,94,Rutgers,68,Away,,Win,26,3.93,-13.10,Division 1
1/13/16,Richmond,Home,83,La Salle,61,Away,,Win,22,3.34,-11.07,Division 1
1/13/16,San Jose State,Home,62,Wyoming,55,Away,,Win,7,-3.11,-0.13,Division 1
1/13/16,La Salle,Away,61,Richmond,83,Home,,Loss,-22,-11.07,3.34,Division 1
1/13/16,Penn State,Away,57,Purdue,74,Home,,Loss,-17,-3.93,13.07,Division 1
1/13/16,Purdue,Home,74,Penn State,57,Away,,Win,17,13.07,-3.93,Division 1
1/13/16,Boise State,Away,74,Nevada,67,Home,,Win,7,7.83,4.38,Division 1
1/13/16,Nevada,Home,67,Boise State,74,Away,,Loss,-7,4.38,7.83,Division 1
1/13/16,Navy,Home,60,Loyola (MD),52,Away,,Win,8,3.03,-5.67,Division 1
1/13/16,Wichita State,Away,78,Missouri State,62,Home,,Win,16,14.80,-5.33,Division 1
1/13/16,Loyola (MD),Away,52,Navy,60,Home,,Loss,-8,-5.67,3.03,Division 1
1/13/16,South Dakota,Away,65,North Dakota State,66,Home,,Loss,-1,-2.52,4.47,Division 1
1/13/16,Georgia Tech,Away,64,Notre Dame,72,Home,,Loss,-8,2.77,6.93,Division 1
1/13/16,North Dakota State,Home,66,South Dakota,65,Away,,Win,1,4.47,-2.52,Division 1
1/13/16,Florida State,Away,85,North Carolina State,78,Home,,Win,7,4.40,1.34,Division 1
1/13/16,North Carolina State,Home,78,Florida State,85,Away,,Loss,-7,1.34,4.40,Division 1
1/13/16,Wyoming,Away,55,San Jose State,62,Home,,Loss,-7,-0.13,-3.11,Division 1
1/13/16,UCLA,Home,75,Southern California,89,Away,,Loss,-14,2.10,6.34,Division 1
1/13/16,Marquette,Away,68,Villanova,83,Home,,Loss,-15,3.33,13.93,Division 1
1/13/16,Southern California,Away,89,UCLA,75,Home,,Win,14,6.34,2.10,Division 1
1/13/16,Tennessee-Martin,Home,96,Tennessee Tech,90,Away,,Win,6,1.84,3.86,Division 1
1/13/16,Tennessee Tech,Away,90,Tennessee-Martin,96,Home,,Loss,-6,3.86,1.84,Division 1
1/13/16,Virginia Tech,Home,93,Wake Forest,91,Away,,Win,2,1.93,-4.94,Division 1
1/13/16,Wake Forest,Away,91,Virginia Tech,93,Home,,Loss,-2,-4.94,1.93,Division 1
1/13/16,Virginia Commonwealth,Home,88,Fordham,54,Away,,Win,34,10.48,3.11,Division 1
1/13/16,Villanova,Home,83,Marquette,68,Away,,Win,15,13.93,3.33,Division 1
1/13/16,Fordham,Away,54,Virginia Commonwealth,88,Home,,Loss,-34,3.11,10.48,Division 1
1/13/16,St. Bonaventure,Home,69,Rhode Island,64,Away,,Win,5,5.04,4.76,Division 1
1/13/16,Georgetown,Away,93,St. John's (NY),73,Home,,Win,20,2.29,-9.20,Division 1
1/13/16,Rhode Island,Away,64,St. Bonaventure,69,Home,,Loss,-5,4.76,5.04,Division 1
1/13/16,Jacksonville State,Away,74,Southeast Missouri State,60,Home,,Win,14,-4.32,-10.62,Division 1
1/13/16,Southeast Missouri State,Home,60,Jacksonville State,74,Away,,Loss,-14,-10.62,-4.32,Division 1
1/13/16,Boston College,Away,40,Syracuse,62,Home,,Loss,-22,-8.93,5.00,Division 1
1/13/16,Syracuse,Home,62,Boston College,40,Away,,Win,22,5.00,-8.93,Division 1
1/13/16,Stony Brook,Home,86,Maryland-Baltimore County,74,Away,,Win,12,13.66,-8.45,Division 1
1/13/16,St. John's (NY),Home,73,Georgetown,93,Away,,Loss,-20,-9.20,2.29,Division 1
1/13/16,Maryland-Baltimore County,Away,74,Stony Brook,86,Home,,Loss,-12,-8.45,13.66,Division 1
1/13/16,Colgate,Home,80,Army,66,Away,,Win,14,-1.55,3.13,Division 1
1/13/16,Colorado,Home,71,Oregon State,54,Away,,Win,17,5.27,2.63,Division 1
1/13/16,Army,Away,66,Colgate,80,Home,,Loss,-14,3.13,-1.55,Division 1
1/13/16,Clemson,Home,68,Duke,63,Away,,Win,5,5.07,10.53,Division 1
1/13/16,Duke,Away,63,Clemson,68,Home,,Loss,-5,10.53,5.07,Division 1
1/13/16,Duquesne,Home,81,Saint Louis,71,Away,,Win,10,2.40,-6.39,Division 1
1/13/16,Saint Louis,Away,71,Duquesne,81,Home,,Loss,-10,-6.39,2.40,Division 1
1/13/16,San Diego State,Away,69,Colorado State,62,Home,,Win,7,7.10,1.93,Division 1
1/13/16,Oregon State,Away,54,Colorado,71,Home,,Loss,-17,2.63,5.27,Division 1
1/13/16,Colorado State,Home,62,San Diego State,69,Away,,Loss,-7,1.93,7.10,Division 1
1/13/16,Boston University,Away,61,American,50,Home,,Win,11,1.03,-8.28,Division 1
1/13/16,Baylor,Home,82,Texas Christian,54,Away,,Win,28,8.73,-3.97,Division 1
1/13/16,American,Home,50,Boston University,61,Away,,Loss,-11,-8.28,1.03,Division 1
1/13/16,Alabama,Home,73,South Carolina,50,Away,,Win,23,0.03,7.30,Division 1
1/13/16,South Carolina,Away,50,Alabama,73,Home,,Loss,-23,7.30,0.03,Division 1
1/13/16,Cincinnati,Home,70,Houston,59,Away,,Win,11,11.83,9.28,Division 1
1/13/16,Houston,Away,59,Cincinnati,70,Home,,Loss,-11,9.28,11.83,Division 1
1/13/16,Hartford,Away,76,Binghamton,72,Home,,Win,4,-7.90,-7.83,Division 1
1/13/16,Texas Christian,Away,54,Baylor,82,Home,,Loss,-28,-3.97,8.73,Division 1
1/13/16,Binghamton,Home,72,Hartford,76,Away,,Loss,-4,-7.83,-7.90,Division 1
1/13/16,East Carolina,Home,55,Southern Methodist,79,Away,,Loss,-24,-3.21,14.18,Division 1
1/13/16,Bradley,Away,54,Loyola (IL),53,Home,,Win,1,-14.10,-0.97,Division 1
1/13/16,Loyola (IL),Home,53,Bradley,54,Away,,Loss,-1,-0.97,-14.10,Division 1
1/13/16,Mississippi,Away,81,Louisiana State,90,Home,,Loss,-9,2.62,3.35,Division 1
1/13/16,Lafayette,Home,65,Holy Cross,52,Away,,Win,13,-9.00,-5.77,Division 1
1/13/16,Louisiana State,Home,90,Mississippi,81,Away,,Win,9,3.35,2.62,Division 1
1/13/16,Temple,Away,65,Memphis,67,Home,,Loss,-2,0.68,5.87,Division 1
1/13/16,Missouri State,Home,62,Wichita State,78,Away,,Loss,-16,-5.33,14.80,Division 1
1/13/16,Memphis,Home,67,Temple,65,Away,,Win,2,5.87,0.68,Division 1
1/13/16,Maine,Away,95,Massachusetts-Lowell,81,Home,,Win,14,-10.69,-6.21,Division 1
1/13/16,Massachusetts-Lowell,Home,81,Maine,95,Away,,Loss,-14,-6.21,-10.69,Division 1
1/13/16,Georgia,Home,81,Tennessee,72,Away,,Win,9,0.86,-0.52,Division 1
1/13/16,Tennessee,Away,72,Georgia,81,Home,,Loss,-9,-0.52,0.86,Division 1
1/13/16,Saint Joseph's,Away,87,George Mason,73,Home,,Win,14,8.79,-5.93,Division 1
1/13/16,Southern Methodist,Away,79,East Carolina,55,Home,,Win,24,14.18,-3.21,Division 1
1/13/16,George Mason,Home,73,Saint Joseph's,87,Away,,Loss,-14,-5.93,8.79,Division 1
1/13/16,Northern Iowa,Away,60,Indiana State,74,Home,,Loss,-14,5.16,-1.13,Division 1
1/13/16,Holy Cross,Away,52,Lafayette,65,Home,,Loss,-13,-5.77,-9.00,Division 1
1/13/16,Indiana State,Home,74,Northern Iowa,60,Away,,Win,14,-1.13,5.16,Division 1
1/13/16,Houston Baptist,Home,78,Nicholls State,69,Away,,Win,9,2.69,-10.87,Division 1
1/13/16,Nicholls State,Away,69,Houston Baptist,78,Home,,Loss,-9,-10.87,2.69,Division 1
1/14/16,Western Kentucky,Away,73,Rice,83,Home,,Loss,-10,0.21,-4.10,Division 1
1/14/16,Rice,Home,83,Western Kentucky,73,Away,,Win,10,-4.10,0.21,Division 1
1/14/16,Rider,Home,102,Marist,100,Away,,Win,2,-1.23,-6.79,Division 1
1/14/16,Marist,Away,100,Rider,102,Home,,Loss,-2,-6.79,-1.23,Division 1
1/14/16,Weber State,Away,73,Portland State,58,Home,,Win,15,11.24,-0.52,Division 1
1/14/16,Portland State,Home,58,Weber State,73,Away,,Loss,-15,-0.52,11.24,Division 1
1/14/16,Radford,Home,91,North Carolina-Asheville,86,Away,,Win,5,0.63,7.27,Division 1
1/14/16,North Carolina-Asheville,Away,86,Radford,91,Home,,Loss,-5,7.27,0.63,Division 1
1/14/16,Mount St. Mary's,Away,76,Robert Morris,52,Home,,Win,24,-2.19,-5.68,Division 1
1/14/16,Pacific,Away,62,Saint Mary's (CA),78,Home,,Loss,-16,-2.18,14.79,Division 1
1/14/16,Saint Francis (PA),Home,59,Fairleigh Dickinson,71,Away,,Loss,-12,-2.38,-0.90,Division 1
1/14/16,East Tennessee State,Away,81,Samford,77,Home,,Win,4,4.06,-0.13,Division 1
1/14/16,Saint Mary's (CA),Home,78,Pacific,62,Away,,Win,16,14.79,-2.18,Division 1
1/14/16,Idaho State,Away,71,Sacramento State,82,Home,,Loss,-11,-0.57,-1.22,Division 1
1/14/16,Robert Morris,Home,52,Mount St. Mary's,76,Away,,Loss,-24,-5.68,-2.19,Division 1
1/14/16,Fairleigh Dickinson,Away,71,Saint Francis (PA),59,Home,,Win,12,-0.90,-2.38,Division 1
1/14/16,Sacramento State,Home,82,Idaho State,71,Away,,Win,11,-1.22,-0.57,Division 1
1/14/16,San Diego,Away,82,Portland,71,Home,,Win,11,-8.59,-1.42,Division 1
1/14/16,North Florida,Home,95,Lipscomb,83,Away,,Win,12,6.97,-2.44,Division 1
1/14/16,Lipscomb,Away,83,North Florida,95,Home,,Loss,-12,-2.44,6.97,Division 1
1/14/16,North Texas,Home,78,Marshall,97,Away,,Loss,-19,-3.72,1.55,Division 1
1/14/16,Marshall,Away,97,North Texas,78,Home,,Win,19,1.55,-3.72,Division 1
1/14/16,New Mexico State,Home,65,Missouri-Kansas City,64,Away,,Win,1,7.70,-3.75,Division 1
1/14/16,Missouri-Kansas City,Away,64,New Mexico State,65,Home,,Loss,-1,-3.75,7.70,Division 1
1/14/16,North Dakota,Home,85,Montana State,68,Away,,Win,17,4.04,-2.25,Division 1
1/14/16,Montana State,Away,68,North Dakota,85,Home,,Loss,-17,-2.25,4.04,Division 1
1/14/16,James Madison,Away,75,Northeastern,63,Home,,Win,12,7.19,0.94,Division 1
